"Depenses_Publicitaires","Ventes"
4802.18763226398,25716.1520625312
5715.55585742705,27037.4702615604
3542.0086827861,17510.3815513881
4722.19674589851,25649.592021868
6831.44556252323,28936.1652050419
5811.92621522353,28447.5016433316
5686.035997438,28873.2114043497
3442.80344046919,22896.3243423568
4093.23015449882,19163.9628687253
3853.09097936965,23722.7566344672
5592.94380502025,25264.8687011687
3514.23855430016,17964.6767152026
5843.06208514858,30157.8275872846
3325.37538209969,22268.646092829
7742.79568720305,32743.2205261991
5690.88702421716,28591.7424851282
3948.4945816201,20124.8322620142
5361.56889875184,25782.6435381514
4471.32020115807,23226.5141359525
5556.72193963949,26108.6857099104
5365.29907814045,27564.0947074158
3478.82874100779,23511.1412940153
3813.0291817708,20527.5454197546
5449.39052710935,26282.8546766166
7458.57786312734,35649.248287713
6626.92551300638,29222.6925979661
4063.14878957286,16981.3700275044
6238.88435247124,29744.6206303096
4927.14747086557,23008.5063903742
5451.97047757761,24358.834620725
5390.54223610484,29013.2603354842
8863.17464558509,41485.5199507857
3222.06678411916,17586.6352695504
5151.37978851929,27516.1897288914
2330.03406804858,16801.8065274065
5884.75388443814,27937.8765717553
6644.91270758211,32379.2115256591
7168.49336165173,31932.8291218373
2112.28212224432,14634.1156590114
5619.15424579105,25916.6449878874
7390.05492707548,33542.4352918242
4378.97620543655,18465.0339525898
4681.77420187708,26235.8113693282
4945.19416669289,21701.2823024142
5547.52812714955,26686.4465070854
5997.73981361895,27612.5014856729
6976.73132556722,33516.3329487504
4856.76861433251,24948.0044731108
5294.4170682087,26087.1294744365
8731.99681583219,37592.2620652138
5646.64839217249,25285.9160641366
5283.12966399475,25457.5912798515
2986.63531207483,21315.07476384
5004.28407143334,26379.7994562597
4668.01077024968,21453.038897244
4983.43125528594,26226.2065006796
4136.87353809325,19655.4413650723
3969.77652133595,20712.7079565685
3918.83955226982,24178.3594245235
4678.24322690034,19532.6393298093
7052.19897204294,27598.5685343672
6573.62993983899,32323.6351651698
4460.03732308542,21750.5264011509
2471.12531819189,19900.7899917335
3733.12485719607,20862.874170076
4313.35920013924,23795.6289571436
5155.45700634246,27092.9287982858
4006.08908644878,20715.8435206262
8010.02103624784,33420.8812624503
4591.59869837247,22944.6017558261
3179.08329464074,25169.418435967
4788.10736407623,24616.6162304238
3491.93362760988,21421.4017290518
5234.23356091299,25021.1936008571
5350.4504211348,25567.7699780952
5533.38141744258,29357.6535900424
2567.21261131368,17023.8704948663
5331.06693645597,26033.4734148894
5465.67512081247,27150.9496907195
2868.33732874327,17741.5644961541
6433.04845959562,33217.2736911409
6176.25631864151,25671.8497314822
8449.42904173167,39370.8730848863
5235.05448106359,25001.9796654324
5070.100291277,27924.54016753
5144.87875112365,21436.281431356
5104.64934635045,27226.1092819083
2227.2908369935,18434.7350409342
2493.30941203663,14937.4942929897
4883.6915498132,23114.4268924603
4128.39892915025,22772.2464783912
5082.10478758614,27533.9852203524
1833.1874401092,13967.5637122703
2751.95261820986,17807.605856523
3347.77484159189,23186.0183947303
6479.08733159037,27182.5675130681
3352.26498936483,21952.3829295282
3800.7290696352,22299.7235873754
5119.81072801108,23147.8031269206
4515.88045726234,22211.9056874394
5219.62576800194,27225.4323246102
8457.59297306854,35870.6977846299
3313.09449311265,22789.4800342729
4541.79554013529,22421.8186962227
4224.8608253844,19245.6070833943
7268.59314024868,33901.4332737026
3845.77261566458,20320.0746101255
4876.86964433642,24871.2899866544
6180.70042148406,31980.1848921558
3412.1141960774,19735.5144836098
7482.76372361301,35547.401825633
6013.64362321137,25846.6515697692
3388.69008570447,22017.0927293459
5681.86671358661,27539.1985645018
4680.0392851504,22566.5747767483
5469.8431579915,23849.5115961952
4865.0372044765,24748.3989406185
6605.77405516752,30327.6516904107
2973.349421445,19474.9418984044
4216.07495420613,23721.9369070815
4626.2139833669,22957.6708181473
